GlobalID,Slope_Ave,Slope_Max,Slope_Min,n_permit_22,n_permit_17
{0023DB3E-2D80-4826-8D18-F65F1E092F4A},14.45087932,20.02245522,3.667654514,0,0
{00264FF3-1B2E-4967-AC19-A14930C20B06},15.26020813,19.00756645,9.373579025,0,0
{00279227-FF10-4B24-896D-8A68B08CD899},18.37795258,19.07339668,17.68250847,0,0
{0027DA57-38A3-4BBD-874D-F85B33506460},8.002470652,9.216683388,7.174186707,0,0
{0028626B-43BA-4FE4-B030-0077843945F2},12.3811121,12.3811121,12.3811121,0,0
{0028E039-371E-4FD6-8074-49FFDEB61810},9.114586912,16.81109238,2.646517754,0,0
{002AC537-850C-450C-9ABE-2ED90D5D11E3},12.96700478,12.96700478,12.96700478,0,0
{002C303C-AC98-439A-BC01-7941AFE1B81B},9.465328534,11.32400799,8.176077843,0,0
{002C99DD-A723-4C42-8D20-FE84685856E5},11.93018627,12.12857437,11.73179817,0,0
{002D4762-318B-47B3-B9AB-ACE9F91C6394},13.55540085,14.95000458,11.38710785,0,0
{002D8FFE-773E-4EA5-9B2C-A9656ED50303},10.56354713,10.56354713,10.56354713,0,0
{002E7F63-4231-4EAD-B27A-6A7727DAF4A6},7.008218924,11.02115154,4.398545265,0,0
{0030E548-12F3-4BB4-8819-D114B3ABE4FD},19.88725376,19.89646149,19.87804604,0,0
{00318B77-EBEB-4DD7-8375-AF880A417188},4.101579547,5.727143764,1.997340322,0,0
{003216A7-0AD3-4474-9D4F-4E68034F85F4},8.960737725,16.48736954,1.313744903,0,0
{003241EE-60F2-44B3-96FC-33912C814F49},12.52281189,14.98616409,8.823218346,0,0
{00352B65-8B4F-43D2-AD94-01C2F6C298C2},12.70376301,12.70376301,12.70376301,0,0
{0036F59E-4D9B-4E7F-94D2-0ED259AA8C08},4.38790679,5.828477383,1.768431425,0,0
{003722FB-D378-4E67-8C2D-E10C3ECE34C2},10.01623154,10.01623154,10.01623154,0,0
{0038BF9C-DA80-43D7-8CFC-BAF5F3D3418F},16.78536224,16.78536224,16.78536224,0,0
{003A6501-E036-4029-99A6-F898D6B9C714},25.66605186,25.66605186,25.66605186,0,0
{003C74F8-0E8D-4E9A-BD5B-BC05560EC3E0},14.26175261,21.09004021,5.855801105,0,0
{003D7D6D-F564-4016-A122-30ADDE9D569E},12.75298381,13.58693981,10.75202274,0,0
{003DA41E-E5BB-4FCE-8C37-EFC74681AB9B},18.36632919,24.49780655,11.41851425,0,0
{003FD8DE-01CE-410C-9097-FD3AD6BC1590},10.15685636,18.13888359,1.038674831,0,0
{00405F6A-1195-495B-A75F-14ADB9226E3E},13.46854589,22.38581848,3.346183062,0,0
{0041D2EF-5CD9-4B71-AAF0-053B93351F77},11.86094189,13.85266876,8.66170311,0,0
{004401E7-F956-4A1A-8D88-3FEB6AD41687},8.180571494,15.31344414,0.656958818,0,0
{00441CD9-C7CB-4CBA-95FA-328FF8F566FD},6.124879837,8.775691986,3.608652592,0,0
{004508DC-9652-40FD-83C3-698865C46DE0},19.11938071,21.87519646,15.16219234,0,0
{0046ED3A-68D4-4180-8A6E-3CBBA3055188},8.214512825,8.214512825,8.214512825,0,0
{00477E5C-A68B-4E9E-A8B4-30D8D03EA1E0},9.795793533,11.23774433,8.353842735,0,0
{0049846F-0C5E-48F2-B5B8-91B3F2114303},4.410698414,4.410698414,4.410698414,0,0
{004B67AA-E3A1-4999-A748-06335A61BFAF},22.1367445,23.94774818,20.17000008,0,0
{004B8253-54F0-46E0-AB6F-039129D13264},8.89894259,16.07140923,1.393406391,0,0
{004D61D0-6590-47DF-A396-52C11559E1D9},6.873907977,9.764638901,1.313744903,0,0
{004E3285-1FD6-4111-A427-9DF7DEC612E1},3.67313242,4.410698414,2.935566425,0,0
{004E6314-4B77-4586-AE9C-3BD363199422},10.71764506,16.83392143,4.056452751,0,0
{00509559-689D-438F-BD79-6ED7B499927C},8.405478954,9.461982727,6.995110512,0,0
{0051A3CE-1ABE-4ED0-BEE9-D014293B50FB},2.280618072,2.646517754,1.91471839,0,0
{00547683-D79D-4575-A39B-411D884C258E},12.01488972,12.01488972,12.01488972,0,0
{0056510C-24CD-4AAF-8B2F-8E3C07C58FE2},16.76460052,18.54828644,14.97302723,0,0
{005653D7-37ED-4FFA-807C-A91912CF0F81},9.785871506,9.785871506,9.785871506,0,0
{0056A6CF-B3CD-4BDD-A6F0-69EDB275B7F8},5.491657893,7.055328369,4.692793369,0,0
{0056E68B-ED12-42F2-97BD-8E0E4C63448B},10.00998042,11.81838322,7.8881917,0,0
{0057D626-C660-407F-A6C6-9EBD1A043E47},14.12799272,23.7929306,2.563905716,0,0
{0059386E-6F8E-4A18-9CDB-AC4BE4B13E3F},12.43928591,14.68384361,8.000713348,0,0
{0059BDBF-CB9A-4F70-BD1C-4E5D92E2EFF1},11.47904181,16.29585838,3.248437643,0,0
{005AD00D-C0C6-4F76-BDBB-0AC5FBA25EAB},6.525211334,8.059615135,4.990807533,0,0
{005CCC50-4D32-4CA2-B7EF-6FF317A0C43B},14.39332581,16.92769051,11.40057945,0,0
{005EEE0A-61D8-466E-A932-4300351F5B6A},12.07393519,14.02422333,9.75932312,0,0
{005F3F1F-B3C4-428A-A840-F9065F377333},18.56424499,20.22411156,17.04049301,0,0
{0061413A-86FA-47CD-A643-BD88C89BC522},9.66755724,11.25596619,8.079148293,0,0
{0062BF38-4E56-4E54-8D09-9628BABB2B68},10.35539797,15.31344414,5.128004551,0,0
{0064C15F-3E06-43CB-9F37-8D8905F6AEFB},14.19498844,18.98800468,9.489427567,0,0
{0067B498-5F8C-44DC-9CB2-CDD8E523415E},8.257623434,14.14779282,2.367454052,0,0
{00698927-E69E-4871-AE5D-BF49D1D31F11},10.50524712,11.78815842,9.222335815,0,0
{0069DF2A-19FA-448F-9BEF-83E497F5EDA4},9.688768864,10.20052719,9.177010536,0,0
{0069EA43-F425-4F38-ACBF-C6DDD6B534E7},9.51672554,10.65098953,8.15678978,0,0
{0069F6B9-EB30-43D0-992E-A8B58D95D563},15.03410053,17.50169945,12.77903938,0,0
{006D4CF4-5D14-4247-BADB-E609E0B695E7},10.24404078,12.69580936,7.305495739,0,0
{006E0559-E892-4631-9F75-AB6F37A64669},10.11960316,13.17100811,8.182497025,0,0
{006E665C-F76A-4625-9AC9-131DDF1211DC},18.69244035,22.0379467,16.02303123,0,0
{006F71AB-8EAF-43F0-97A5-D87A8C4F4CEB},12.1039763,18.09989166,5.179785252,0,0
{0070A22A-594C-4A09-8653-794190388E11},11.67950439,11.67950439,11.67950439,0,0
{0073C06A-9E18-45E2-AFCA-6E60B66AB225},9.311953068,9.75932312,8.864583015,0,0
{00741744-2DFC-475F-844A-80D809AB103A},16.79603152,23.16373825,13.01351452,0,0
{007477CA-FAC3-4F65-8FE3-9552BDA96C0A},11.72383216,20.03385735,1.354162455,0,0
{00757572-3B4A-446F-999D-EC7F3D39F055},6.725952254,9.527709007,3.839165211,0,0
{0075DCD1-53B2-4F17-8DB7-FF50ED3B1DD3},6.716914029,14.39810944,0.734494209,0,0
{00775368-2598-44B3-B07F-8FB7C343B892},7.218233109,7.218233109,7.218233109,0,0
{00776D5A-A26D-4AD1-ABC2-154452074B50},14.35637074,18.4495697,9.844007492,0,0
{008143EE-B7F6-4653-9430-042552F86537},18.35102654,18.74868584,17.95336723,0,0
{008179A0-E124-41BB-963C-E5E7C9707EF8},11.33603415,18.09989166,2.823522568,0,0
{0081C9EE-DC06-4352-B8CB-A47F8BE8D36E},8.940382719,11.67950439,4.990807533,0,0
{0082922E-EAFB-4A84-B9F6-D59404D38766},14.82315159,15.84308243,13.9351778,0,0
{0082E496-C597-4136-88A5-4E567EE1FD85},3.922848225,5.281790733,2.563905716,0,0
{00835A86-1543-477B-A30F-46E414DDB106},7.456905663,8.484585762,5.128004551,0,0
{00854200-D490-4B21-976E-8494EA70953D},14.55200195,14.55200195,14.55200195,0,0
{0088886B-1E91-45A3-B394-5C4BC915B1B7},11.52274835,22.65518951,1.038674831,0,0
{008A5917-532E-4243-9F28-F63AA5ADE1DA},20.59438095,23.10969353,19.2402935,0,0
{008B37C3-7E8C-4654-9450-D2A81242E91B},9.521184444,9.780568123,9.261800766,0,0
{008EBEC9-22E2-4196-9E85-DD4DA2995675},6.875982761,9.489427567,4.262537956,0,0
{008F2BAD-0C8A-4112-AAB3-003BB7F76CA8},13.76233387,13.76233387,13.76233387,0,0
{008FF9F5-9FA8-4234-9F54-F26CA82F911A},8.529759645,9.171327591,7.8881917,0,0
{0091D2E4-993C-4AB4-BC18-AA24CC73F455},12.21324952,15.54174328,8.85278511,0,0
{00926D9C-BAC2-438B-8958-79F6073E81B2},2.853420973,10.4605217,0.328490198,0,0
{00938F20-1E99-486F-94B2-55EBD0E3671E},9.571256638,9.571256638,9.571256638,0,0
{009540A9-01FD-4E58-A787-C3978D03FFF2},13.86225057,14.97959709,12.81058502,0,0
{0096EC7F-D540-4FAD-9734-88FE502036F6},14.95111296,23.16559792,5.566811562,0,0
{00971295-8A45-4A01-A1C8-E2904860FC33},10.91064231,14.52137661,8.33498764,0,0
{00976A1C-38BA-413F-9FEC-0E640D2D9C12},9.372771549,16.56612206,2.823522568,0,0
{009D697D-5682-4718-B15F-F49D720C3785},10.79024029,10.79024029,10.79024029,0,0
{009F2FAA-DF48-40D4-9747-E3AF107DC0DE},8.782307572,11.73179817,5.901051998,0,0
{00A1F8D6-443F-4308-9E94-5628CA0C9493},1.038674831,1.038674831,1.038674831,0,0
{00A29088-7F58-4B79-BB08-77CBFFC30C31},12.84491282,17.59644508,8.33498764,0,0
{00A4C633-740C-4317-A654-758DD6E39C60},12.14800434,15.71966267,4.1992383,0,0
{00A4CDF0-382C-4546-88BF-6A4350BA0483},4.052086025,6.873028755,0.734494209,0,0
{00A76CDD-4847-467A-A007-0F8332FFEA86},3.025747299,3.025747299,3.025747299,0,0
{00AA571E-FF38-44E5-A629-C458ECD0C759},4.514607867,6.443277836,1.354162455,0,0
{00AD1F18-530F-49F8-810E-11B47438BC05},13.91337824,14.76428795,12.47484016,0,0
{00AE4377-5567-4D9C-983C-F5EDAC6D91D0},19.63597107,20.65889168,18.30662155,0,0
{00AF328B-9B39-498A-9AFC-8D376E726E42},15.43253803,17.82390022,12.99415874,0,0
{00AF427F-78F4-4C76-9B1C-2D89DB5327FD},7.644162655,7.644162655,7.644162655,0,0
{00AF550F-2FAD-4928-AA14-72CBC2AC6013},22.00042534,24.91669273,20.03385735,0,0
{00AF5A78-4AB6-405E-83BC-C742AD0D2068},20.08121411,24.09055328,17.64223289,0,0
{00AFC348-2AC1-4EB9-B361-FEB396CE79B6},3.42548871,3.42548871,3.42548871,0,0
{00B0D03B-D397-4C45-8B59-53F7DAF2617D},13.75391054,15.71966267,11.78815842,0,0
{00B24A76-DB4F-4A81-8696-EF77D143B982},18.51628206,28.46312523,9.439965248,0,0
{00B388BF-897D-4012-B256-5260CB65FF0D},18.87065601,19.22585678,18.51545525,0,0
{00B451C5-5A5E-43E2-B849-E53E885E7642},6.081400394,8.894002914,1.6745193,0,0
{00B452C6-FD2B-4695-ACCC-8717BD015D90},5.401598454,5.401598454,5.401598454,0,0
{00B62ADE-9409-41F7-9A5C-6E42FC163D62},5.912552929,7.040324211,3.025747299,0,0
{00B6E2BD-2B63-4917-A280-6077B7B59F49},10.41602802,10.41602802,10.41602802,0,0
{00B8205F-E156-4036-966C-76DC5EBBA739},7.408817087,12.42196178,0.985384226,0,0
{00B988E9-8E7F-45F9-BBB9-053FAC09C336},14.68500771,21.4430294,4.990807533,0,0
{00BA5D8A-793E-4470-A858-E179972CBF73},12.63652802,16.48736954,7.540038109,0,0
{00BB2163-F2B6-44E1-B8F7-DB039652301A},5.33890146,11.41851425,2.500146151,0,0
{00BBBF90-A78F-4674-B3E4-2D2B60E0A7AC},6.001335621,6.284831047,5.717840195,0,0
{00BC1616-BC52-42A7-91F8-E09DE7C4A9EB},7.137264729,7.137264729,7.137264729,0,0
{00BCF7BC-064D-4F1F-861F-2FD519CF7F91},11.73179817,11.73179817,11.73179817,0,0
{00BEF9DF-9D29-4CAF-BFA9-36F2479749B0},11.91281319,12.58788204,11.23774433,0,0
{00BF92F4-4994-46F9-84E1-CA0823CFD754},13.68956852,13.68956852,13.68956852,0,0
{00C019B6-453A-46C2-AE72-1A8848054DE9},20.93413162,22.26218605,19.60607719,0,0
{00C42556-CCF5-4D6C-9138-DD1CBF4FF18E},14.41186714,14.41186714,14.41186714,0,0
{00C71CF7-C78A-4D47-B81D-98A0552F49DD},15.36452866,15.36452866,15.36452866,0,0
{00C7822F-9631-4B28-81BE-81E2BDA7BCE4},9.134115219,9.505854607,8.679807663,0,0
{00C84496-02C1-4D6B-9ABF-A76EB37C1B65},8.96419239,8.96419239,8.96419239,0,0
{00C91ADB-C04A-4797-9F4B-9E73DEC96922},1.32449913,1.6745193,0.656958818,0,0
{00D223FB-396D-4080-B852-29844FE5D3C7},7.489317656,7.760402203,7.218233109,0,0
{00D4AD50-B635-457E-B2CE-661AB669A7F6},17.28309593,22.71272469,12.77903938,0,0
{00D570F2-63C0-410A-A635-DB3596CBF3D7},8.899874687,8.899874687,8.899874687,0,0
{00D5B9BF-9E8D-42AE-9955-0B4111C5905A},6.162625408,6.98754549,4.262537956,0,0
{00D65935-DFAB-4FA1-9B5F-7FAA35858319},9.589112043,12.22863293,6.94959116,0,0
{00D8A1D8-7CD7-4D5E-8936-37097229508B},8.250146389,10.2611618,6.541306496,0,0
{00D92AEA-71A9-44B9-917A-3DC4D53D923A},5.777951241,6.451505661,4.589074612,0,0
{00DA750F-0A02-444D-B830-FA896F25F55E},19.19545269,19.28591728,19.1049881,0,0
{00DDCE0A-2C15-43F6-81C3-56B621BB3D63},9.221368835,17.81328011,3.487622976,0,0
{00DF983E-2B1A-42BF-94DB-74C6F70D746A},19.40497526,20.78952599,16.94466972,0,0
{00E05765-A093-46AA-BB79-81E7F1677E9F},11.05231953,13.14044666,8.96419239,0,0
{00E0B80A-B07E-443A-8B51-7EA20472061E},5.012164116,5.012164116,5.012164116,0,0
{00E1BA32-3CF0-4844-9DAD-68B5F5E22C40},4.079676867,5.595448017,2.563905716,0,0
{00E4D677-5332-4C48-8480-DB191349164D},15.25926542,25.09576797,0,0,0
{00E52FA5-99A7-4DEF-962C-2E8542585841},9.764794072,12.61996937,7.834652424,0,0
{00E579DA-C062-41F6-9318-86653005095A},17.16979977,25.54460716,0.734494209,6,0
{00E58F22-EAA7-4671-AEFB-5F080BF83627},15.50415114,21.8266449,7.448564053,0,0
{00E698F3-3B1A-4CFA-B3AD-E5795FF85BF6},4.200670958,5.595448017,1.6745193,0,0
{00E8AF11-EA02-41D0-9959-074CB7D5CA52},6.585676789,9.927913666,1.038674831,0,0
{00EA19FB-178F-4F01-84F4-70849C451589},13.38039684,15.94098663,11.09540844,0,0
{00EB68DF-F3F6-4CE7-98C4-FF305CEFA73B},9.418492794,9.785871506,9.051114082,0,0
{00EF2F12-2DB1-4F04-B64B-F7C0A75E76D3},23.75885391,25.02139282,22.56269073,0,0
{00F05AE9-3BD9-4145-9886-916F44EDFAED},11.86107303,19.0441761,1.468747139,0,0
{00F16D44-C894-4BCE-8430-B602853BDA45},7.553807211,9.527709007,3.989837885,0,0
{00F201A9-9068-4C88-B8B7-F5AAC8547EBC},17.44037925,29.18195724,4.72685194,0,0
{00F34ADD-25CC-4892-AAC7-0CD04B51A65C},9.399722927,16.70500183,3.231856585,0,0
{00F78373-97A6-46F9-8E3C-7E6F0A1A1A28},15.17853761,18.17000008,12.31543636,0,0
{00F99FE9-E649-489E-AEF4-690CF435BDE9},11.78252649,12.47889709,11.08615589,0,0
{00FB0247-6552-453F-ACDE-3E55F5233BEB},14.56832957,16.81109238,13.46854496,0,0
{00FD6A73-8BA4-4642-9DF5-EB8A27F73CEB},18.98819494,34.44305038,1.038674831,0,0
{00FDDA96-B3D4-4F11-8834-2017655C38FF},3.778282563,4.635463238,2.500146151,0,0
{00FE245A-61BC-4EFF-A8C4-19B16363B4F2},13.23796145,15.88906574,11.67950439,0,0
{01011258-9189-497F-A4DF-DF8B6A254CDF},10.28968143,11.77517891,9.010662079,0,0
{01013087-FCFB-482B-B34E-A6EE14FEF273},5.672302103,9.705989838,3.487622976,0,0
{010166E3-E85F-4078-A04E-04333312596B},13.36599302,13.87424755,12.85773849,0,0
{0102C5F8-D248-4D11-9784-61BF66B6FCEF},19.15039546,29.41769409,6.22540617,0,0
{0102E219-E39A-4136-ADD0-FB79DFFC1208},15.81974798,24.93668747,7.070299625,0,0
{01034287-2B8B-4F0A-9881-2B3ABF69B344},18.72533768,25.67878342,7.651051521,0,0
{0104BF4F-976C-4F30-AB25-803C528419E1},6.095113039,8.360117912,1.768431425,0,0
{01069AF2-D090-49E5-8C04-D687ADEEB88B},14.77350607,22.37604141,4.692793369,0,0
{01082A63-1695-4174-9145-5561F5F6C4E4},11.68939857,16.84247208,7.341535568,0,0
{01087037-990A-49B3-A166-45EBE9A67272},12.76578347,14.39810944,10.57817554,0,0
{010A3355-2C88-4EEE-8D6D-F0516BEB1849},11.66638947,11.66638947,11.66638947,0,0
{010AAD6D-920C-468D-809F-E90D2CE4E686},14.46352937,23.9353466,3.346183062,0,0
{010B0AE3-D918-4121-BB85-05D25FBFDA84},17.96800995,18.43432045,17.50169945,0,0
{010B146C-CDA9-451E-9944-85DA1BFACE11},9.303452969,9.390222549,9.216683388,0,0
{010BCBA4-7B9D-4B6A-980D-F2E964935749},19.07105446,21.76573944,17.50984573,0,0
{010DB200-DA74-4305-A6DC-F49B46DFF8E3},15.22091347,24.17458153,2.823522568,0,0
{010E1CB2-A136-40F3-A3BE-9D0EFCB5F3AE},3.83590579,4.374135971,3.29767561,0,0
{01112D99-BE0B-482D-9177-37C5F6C56B15},8.6533705,16.8793087,3.487622976,0,0
{01115B1F-170A-4FBF-878A-670A24A97599},14.55862596,26.51139259,3.025747299,0,0
{011237D9-876D-41E3-8163-699EE81E1C0D},20.32546638,24.9216938,14.39810944,0,0
{011306E0-DD36-4C9B-BF2B-69057F7DB726},22.3260479,24.31711769,19.67395401,0,0
{0114609B-8BD7-49DD-8582-043A58A70EB2},11.24230289,11.24230289,11.24230289,0,0
{01172F41-5CFC-44D9-A81C-15CB1E7B0A3B},13.2322526,13.73691654,12.72758865,0,0
{011784D0-6EFE-4EBC-806B-8A9E964068F8},8.259114265,8.259114265,8.259114265,0,0
{011A963D-0C02-4C50-BA98-8E5B9773CAFD},5.814468543,6.995110512,4.95859623,0,0
{011A9BE4-E1B4-489D-8858-489FAA3D4713},13.24132888,13.55745316,12.89297485,0,0
{011B95BD-46DF-4856-B187-F5D5FC3A39FF},12.51620626,19.10256004,7.455642223,0,0
{011CA806-30D5-41A8-8F23-E52B94660196},11.74489846,19.43856621,2.646517754,0,0
{011D71C9-0EE0-4EA4-A998-61F6A6A08580},11.12431553,20.09754372,4.108956814,0,0
{01207BB6-C266-47A9-B63D-7CDCF2538E02},3.613853574,3.740084171,3.487622976,0,0
{0121CE32-5A58-4204-8801-C6F6D9C35FA2},3.506918788,3.667654514,3.346183062,0,0
{01234B43-4F9B-4372-BC08-C05F77862BC3},13.3115498,20.86521149,5.281790733,0,0
{01242AF7-2930-470A-99FA-FCB65727974A},12.49106026,12.49106026,12.49106026,0,0
{012A0FCA-E2C0-4336-982D-452F1D69662E},8.125920837,19.65292358,0.985384226,0,0
{012A82D1-2218-488C-8206-6BF8A80452F6},9.891299248,9.891299248,9.891299248,0,0
{012A91AC-EFC8-40E7-885A-3A378A7615C7},17.29035378,17.76005173,17.12448883,0,0
{012E4BC0-E5D1-45C8-BACD-B7C2A9FF57F3},17.26445103,17.82390022,16.70500183,0,0
{012F6220-720A-4114-AC56-4893D5330D91},7.848260834,16.34621048,1.184232593,0,0
{012F7AF1-EEF1-44FA-8223-F9CC04AD76EB},7.822069713,11.50772095,5.251401901,0,0
{0133B0F3-1BF3-4779-B8FF-E5C80BF07D0A},3.495644379,4.95859623,2.626109838,0,0
{013AA0C7-4781-4CD3-903E-E892441A4533},18.26097298,18.71132278,17.81062317,0,0
{013AD573-FC3D-4215-9633-0E26DF2F82AC},4.822905156,6.352043152,1.997340322,0,0
{013B3BF0-A8FD-4CFC-B0E9-9095D50E284B},11.28937674,17.47723198,6.896090031,0,0
{0141906B-F9E0-43AB-A164-C2B41D22850F},11.15436438,15.88906574,3.231856585,0,0
{0141F9F4-3EB4-4EAF-A09D-85FE18AFF779},11.79822992,21.2738533,3.025747299,0,0
{0142573B-8C23-4969-9DD1-4620CFD938D7},9.708868504,10.49498653,9.125731468,0,0
{01459A02-3F3A-41E4-85D0-B70885447355},2.465536714,2.971969604,1.768431425,0,0
{0145DBA4-1A6E-4ABD-9B0B-37C6326DC938},5.124063651,5.901051998,4.458974838,0,0
{0146329D-06A6-4745-AFE0-1D878F61538F},14.55200195,14.55200195,14.55200195,0,0
{01477EA5-A628-4566-B65C-D4167179CEB5},18.23034495,30.28531075,2.102442503,0,0
{014AB254-F00F-4507-8B49-1C31F5379A95},3.011767507,3.281345844,2.804410458,0,0
{014B7949-13FC-4C27-ABD4-4ADCDB313C67},20.04183057,25.60863876,13.83105087,0,0
{014C0711-5EAF-421B-BA52-7FEEBC787910},19.71750212,27.53111267,13.46482563,0,0
{014DDE75-34CF-418B-895C-B5BB9BCAE62E},10.31185246,10.79024029,9.833464622,0,0
{014ECA45-2E1C-43FC-A03C-3B642763BFC9},12.90618529,19.68329239,4.275084019,0,0
{014F3095-BD6F-4F33-AD7E-9C3A10C503BB},8.638787985,10.09346485,5.972720146,0,0
{01500B4C-CDDC-4917-8907-02B32EA6A48C},11.44030294,15.80309868,6.740799427,0,0
{01506E20-29E0-46A5-B1B4-C74CD21066CD},14.51284313,15.88906574,13.13662052,0,0
{0152538A-174C-4C8C-8359-B4DDB4AE7B56},21.88730621,21.89941597,21.87519646,0,0
{015363F2-BADD-4CEC-9372-B31701293191},6.946293783,10.18022823,2.804410458,0,0
{015581DF-AD46-45E0-AF97-2E016B8F73F9},8.271710634,8.484585762,7.941351891,0,0
{0157002A-B196-468A-B28D-E860BB7A55F5},13.38601848,18.63630486,6.008224487,0,0
{01601C16-DA52-4027-B3B4-F5C3B6D8F5CE},19.20581417,23.9495182,12.49106026,0,0
{016049DC-6377-4F41-8838-4559B25359AE},14.18124008,15.50082111,12.86165905,0,0
{0160C64A-CFB6-4543-A7A5-DF0094603B2B},10.77005523,21.02827644,1.642019272,0,0
{0161CB1A-958F-4104-8A07-3C5314A4FBBD},8.364945791,17.71999741,3.962874174,0,0
{0162C7B2-9735-472B-B81C-1CFD4E922D56},9.800159772,11.0351162,9.171327591,0,0
{01657677-F396-4EDC-90BA-5F6B05C06AF1},12.34955327,14.8442173,9.927913666,0,0
{01665972-5400-4556-B0DF-292FF4ABBAA5},17.0925827,17.27164078,16.91352463,0,0
{01680497-3888-424A-BCD1-5F21E8EB02DB},9.813663278,12.58788204,6.873028755,0,0
{01680956-FBE0-4B2A-91FD-0B9F4A00CC1C},21.2254734,21.2254734,21.2254734,0,0
{01695D71-1CDF-4E1C-A9C1-6531E7CCCF44},12.80735397,14.02422333,12.08240223,0,0
{0169838D-9972-4D75-B33E-6C656D7AFA71},19.13076758,21.47000885,17.0629425,0,0
{016A2924-9386-419F-8531-B8A7EDAE21BC},10.81447676,15.88906574,6.113463879,0,0
{016E877E-12AB-488A-B7E1-24E41E02069A},15.17111874,17.04049301,12.19538212,0,0
{0170073D-6641-4B89-8968-23513EDDAEC7},3.346183062,3.346183062,3.346183062,0,0
{01725E4D-5800-4747-943C-E9587D3C848F},17.82390022,17.82390022,17.82390022,0,0
{01749B6C-3BBF-471F-8A46-3C36B5EF1E5A},16.31774844,21.83677292,9.527709007,0,0
{0174D1BE-A45F-4952-AECB-937F534E2C26},6.011437595,7.861470222,3.548659086,0,0
{01765A3A-755A-4D23-8954-D54B858FA80B},12.0593214,14.65354252,9.329039574,0,0
{017665AD-969D-4A19-8A46-C3431B7512E1},11.17677402,23.05733871,5.086192608,0,0
{01782327-846B-42DB-B419-AFA0F3B844F4},8.063870192,11.01183033,5.179785252,0,0
{017B685B-A401-44A7-A6DD-267CEC035F79},12.69171095,12.74344444,12.63997746,0,0
{017C30E1-90C5-488E-8A23-FCA8E016DFDF},21.82808221,26.66036415,15.20743465,0,0
{017CD93E-99B4-4751-99D7-A605207A7076},12.37143493,14.74087811,9.323456764,0,0
{017CEEBF-FCB7-4FEE-BB89-75842C9E06D7},17.74677944,18.07905197,17.41450691,0,0
{017FC7B1-839B-487D-88E7-8D6A1ED7580F},18.49570383,27.3065567,12.12857437,0,0
{01805569-84E5-4B90-B86A-98ADFDEBEB31},8.360659122,8.66170311,8.059615135,0,0
{018920E9-E9AC-43C7-B5A7-A49973224667},13.22871361,19.39103317,3.29767561,0,0
{018A472C-199C-49D4-A0CE-ADED89FE9A36},3.48570776,4.147892952,2.823522568,0,0
{018A840E-4A26-417E-96AC-F4F716A33D0E},7.787487984,7.787487984,7.787487984,0,0
{018B4152-7DB5-4F47-BE49-ECDDDFE491F1},15.70565955,19.31466103,13.35269642,0,0
{018C1796-9B61-41C4-92F4-5D2D980393E3},2.548448563,2.706813574,2.390083551,0,0
{018F026A-8B90-47FD-B8D9-407AD0295250},10.01623154,10.01623154,10.01623154,0,0
{018F571D-630F-4E32-A3C6-D2489190BCD1},7.861470222,7.861470222,7.861470222,0,0
